total,date,Suburb
148,1/02/2020,PAKENHAM SOUTH
148,1/02/2020,PAKENHAM
135,1/01/2022,RYTHDALE
135,1/01/2022,PAKENHAM UPPER
135,1/01/2022,PAKENHAM SOUTH
135,1/01/2022,PAKENHAM
206,1/12/2021,RYTHDALE
206,1/12/2021,PAKENHAM UPPER
206,1/12/2021,PAKENHAM SOUTH
206,1/12/2021,PAKENHAM
11,1/11/2021,NAR NAR GOON
11,1/11/2021,MARYKNOLL
11,1/11/2021,NAR NAR GOON NORTH
10,1/06/2020,NAR NAR GOON
10,1/06/2020,MARYKNOLL
10,1/06/2020,NAR NAR GOON NORTH
10,1/06/2022,NAR NAR GOON
10,1/06/2022,MARYKNOLL
10,1/06/2022,NAR NAR GOON NORTH
6,1/05/2020,NAR NAR GOON
6,1/05/2020,MARYKNOLL
6,1/05/2020,NAR NAR GOON NORTH
11,1/07/2021,NAR NAR GOON
11,1/07/2021,MARYKNOLL
11,1/07/2021,NAR NAR GOON NORTH
10,1/10/2020,NAR NAR GOON
10,1/10/2020,MARYKNOLL
10,1/10/2020,NAR NAR GOON NORTH
2,1/08/2020,NAR NAR GOON
2,1/08/2020,MARYKNOLL
2,1/08/2020,NAR NAR GOON NORTH
6,1/01/2021,NAR NAR GOON
6,1/01/2021,MARYKNOLL
6,1/01/2021,NAR NAR GOON NORTH
6,1/02/2021,NAR NAR GOON
6,1/02/2021,MARYKNOLL
6,1/02/2021,NAR NAR GOON NORTH
7,1/01/2020,NAR NAR GOON
7,1/01/2020,MARYKNOLL
7,1/01/2020,NAR NAR GOON NORTH
9,1/04/2020,NAR NAR GOON
9,1/04/2020,MARYKNOLL
9,1/04/2020,NAR NAR GOON NORTH
14,1/04/2022,NAR NAR GOON
14,1/04/2022,MARYKNOLL
14,1/04/2022,NAR NAR GOON NORTH
1,1/09/2020,NAR NAR GOON
1,1/09/2020,MARYKNOLL
1,1/09/2020,NAR NAR GOON NORTH
18,1/03/2021,NAR NAR GOON
18,1/03/2021,MARYKNOLL
18,1/03/2021,NAR NAR GOON NORTH
12,1/02/2020,NAR NAR GOON
12,1/02/2020,MARYKNOLL
12,1/02/2020,NAR NAR GOON NORTH
9,1/02/2022,NAR NAR GOON
9,1/02/2022,MARYKNOLL
9,1/02/2022,NAR NAR GOON NORTH
17,1/11/2020,NAR NAR GOON
17,1/11/2020,MARYKNOLL
17,1/11/2020,NAR NAR GOON NORTH
8,1/10/2021,NAR NAR GOON
8,1/10/2021,MARYKNOLL
8,1/10/2021,NAR NAR GOON NORTH
14,1/12/2020,NAR NAR GOON
14,1/12/2020,MARYKNOLL
14,1/12/2020,NAR NAR GOON NORTH
3,1/05/2022,NAR NAR GOON
3,1/05/2022,MARYKNOLL
3,1/05/2022,NAR NAR GOON NORTH
11,1/09/2021,NAR NAR GOON
11,1/09/2021,MARYKNOLL
11,1/09/2021,NAR NAR GOON NORTH
6,1/07/2020,NAR NAR GOON
6,1/07/2020,MARYKNOLL
6,1/07/2020,NAR NAR GOON NORTH
10,1/03/2020,NAR NAR GOON
10,1/03/2020,MARYKNOLL
10,1/03/2020,NAR NAR GOON NORTH
17,1/03/2022,NAR NAR GOON
17,1/03/2022,MARYKNOLL
17,1/03/2022,NAR NAR GOON NORTH
8,1/08/2021,NAR NAR GOON
8,1/08/2021,MARYKNOLL
8,1/08/2021,NAR NAR GOON NORTH
7,1/12/2021,NAR NAR GOON
7,1/12/2021,MARYKNOLL
7,1/12/2021,NAR NAR GOON NORTH
8,1/04/2021,NAR NAR GOON
8,1/04/2021,MARYKNOLL
8,1/04/2021,NAR NAR GOON NORTH
5,1/01/2022,NAR NAR GOON
5,1/01/2022,MARYKNOLL
5,1/01/2022,NAR NAR GOON NORTH
11,1/05/2021,NAR NAR GOON
11,1/05/2021,MARYKNOLL
11,1/05/2021,NAR NAR GOON NORTH
3,1/06/2022,TYNONG NORTH
3,1/06/2022,TYNONG
7,1/12/2020,TYNONG NORTH
7,1/12/2020,TYNONG
6,1/05/2022,TYNONG NORTH
6,1/05/2022,TYNONG
6,1/09/2020,TYNONG NORTH
6,1/09/2020,TYNONG
4,1/02/2022,TYNONG NORTH
4,1/02/2022,TYNONG
3,1/04/2022,TYNONG NORTH
3,1/04/2022,TYNONG
2,1/07/2021,TYNONG NORTH
2,1/07/2021,TYNONG
2,1/09/2021,TYNONG NORTH
2,1/09/2021,TYNONG
1,1/01/2020,TYNONG NORTH
1,1/01/2020,TYNONG
3,1/11/2020,TYNONG NORTH
3,1/11/2020,TYNONG
1,1/01/2021,TYNONG NORTH
1,1/01/2021,TYNONG
5,1/02/2020,TYNONG NORTH
5,1/02/2020,TYNONG
3,1/12/2021,TYNONG NORTH
3,1/12/2021,TYNONG
3,1/05/2021,TYNONG NORTH
3,1/05/2021,TYNONG
3,1/01/2022,TYNONG NORTH
3,1/01/2022,TYNONG
4,1/04/2020,TYNONG NORTH
4,1/04/2020,TYNONG
5,1/04/2021,TYNONG NORTH
5,1/04/2021,TYNONG
4,1/02/2021,TYNONG NORTH
4,1/02/2021,TYNONG
6,1/06/2020,TYNONG NORTH
6,1/06/2020,TYNONG
1,1/07/2020,TYNONG NORTH
1,1/07/2020,TYNONG
2,1/10/2021,TYNONG NORTH
2,1/10/2021,TYNONG
5,1/03/2021,TYNONG NORTH
5,1/03/2021,TYNONG
2,1/08/2021,TYNONG NORTH
2,1/08/2021,TYNONG
2,1/05/2020,TYNONG NORTH
2,1/05/2020,TYNONG
5,1/03/2022,TYNONG NORTH
5,1/03/2022,TYNONG
1,1/03/2020,TYNONG NORTH
1,1/03/2020,TYNONG
1,1/11/2021,TYNONG NORTH
1,1/11/2021,TYNONG
2,1/08/2020,TYNONG NORTH
2,1/08/2020,TYNONG
1,1/10/2020,TYNONG NORTH
1,1/10/2020,TYNONG
10,1/03/2021,GARFIELD
10,1/03/2021,GARFIELD NORTH
10,1/03/2021,CORA LYNN
10,1/03/2021,VERVALE
10,1/06/2022,GARFIELD
10,1/06/2022,GARFIELD NORTH
10,1/06/2022,CORA LYNN
10,1/06/2022,VERVALE
3,1/05/2020,GARFIELD
3,1/05/2020,GARFIELD NORTH
3,1/05/2020,CORA LYNN
3,1/05/2020,VERVALE
7,1/07/2021,GARFIELD
7,1/07/2021,GARFIELD NORTH
7,1/07/2021,CORA LYNN
7,1/07/2021,VERVALE
5,1/10/2021,GARFIELD
5,1/10/2021,GARFIELD NORTH
5,1/10/2021,CORA LYNN
5,1/10/2021,VERVALE
9,1/04/2021,GARFIELD
9,1/04/2021,GARFIELD NORTH
9,1/04/2021,CORA LYNN
9,1/04/2021,VERVALE
11,1/09/2021,GARFIELD
11,1/09/2021,GARFIELD NORTH
11,1/09/2021,CORA LYNN
11,1/09/2021,VERVALE
6,1/09/2020,GARFIELD
6,1/09/2020,GARFIELD NORTH
6,1/09/2020,CORA LYNN
6,1/09/2020,VERVALE
10,1/04/2022,GARFIELD
10,1/04/2022,GARFIELD NORTH
10,1/04/2022,CORA LYNN
10,1/04/2022,VERVALE
6,1/01/2021,GARFIELD
6,1/01/2021,GARFIELD NORTH
6,1/01/2021,CORA LYNN
6,1/01/2021,VERVALE
13,1/03/2022,GARFIELD
13,1/03/2022,GARFIELD NORTH
13,1/03/2022,CORA LYNN
13,1/03/2022,VERVALE
12,1/11/2020,GARFIELD
12,1/11/2020,GARFIELD NORTH
12,1/11/2020,CORA LYNN
12,1/11/2020,VERVALE
2,1/02/2021,GARFIELD
2,1/02/2021,GARFIELD NORTH
2,1/02/2021,CORA LYNN
2,1/02/2021,VERVALE
10,1/08/2021,GARFIELD
10,1/08/2021,GARFIELD NORTH
10,1/08/2021,CORA LYNN
10,1/08/2021,VERVALE
9,1/02/2020,GARFIELD
9,1/02/2020,GARFIELD NORTH
9,1/02/2020,CORA LYNN
9,1/02/2020,VERVALE
9,1/02/2022,GARFIELD
9,1/02/2022,GARFIELD NORTH
9,1/02/2022,CORA LYNN
9,1/02/2022,VERVALE
4,1/08/2020,GARFIELD
4,1/08/2020,GARFIELD NORTH
4,1/08/2020,CORA LYNN
4,1/08/2020,VERVALE
7,1/01/2022,GARFIELD
7,1/01/2022,GARFIELD NORTH
7,1/01/2022,CORA LYNN
7,1/01/2022,VERVALE
14,1/12/2021,GARFIELD
14,1/12/2021,GARFIELD NORTH
14,1/12/2021,CORA LYNN
14,1/12/2021,VERVALE
11,1/05/2021,GARFIELD
11,1/05/2021,GARFIELD NORTH
11,1/05/2021,CORA LYNN
11,1/05/2021,VERVALE
13,1/11/2021,GARFIELD
13,1/11/2021,GARFIELD NORTH
13,1/11/2021,CORA LYNN
13,1/11/2021,VERVALE
6,1/03/2020,GARFIELD
6,1/03/2020,GARFIELD NORTH
6,1/03/2020,CORA LYNN
6,1/03/2020,VERVALE
12,1/06/2020,GARFIELD
12,1/06/2020,GARFIELD NORTH
12,1/06/2020,CORA LYNN
12,1/06/2020,VERVALE
15,1/12/2020,GARFIELD
15,1/12/2020,GARFIELD NORTH
15,1/12/2020,CORA LYNN
15,1/12/2020,VERVALE
10,1/10/2020,GARFIELD
10,1/10/2020,GARFIELD NORTH
10,1/10/2020,CORA LYNN
10,1/10/2020,VERVALE
12,1/05/2022,GARFIELD
12,1/05/2022,GARFIELD NORTH
12,1/05/2022,CORA LYNN
12,1/05/2022,VERVALE
6,1/01/2020,GARFIELD
6,1/01/2020,GARFIELD NORTH
6,1/01/2020,CORA LYNN
6,1/01/2020,VERVALE
4,1/04/2020,GARFIELD
4,1/04/2020,GARFIELD NORTH
4,1/04/2020,CORA LYNN
4,1/04/2020,VERVALE
8,1/07/2020,GARFIELD
8,1/07/2020,GARFIELD NORTH
8,1/07/2020,CORA LYNN
8,1/07/2020,VERVALE
7,1/10/2021,TONIMBUK
7,1/10/2021,IONA
7,1/10/2021,BUNYIP NORTH
7,1/10/2021,BUNYIP
19,1/03/2021,TONIMBUK
19,1/03/2021,IONA
19,1/03/2021,BUNYIP NORTH
19,1/03/2021,BUNYIP
14,1/04/2021,TONIMBUK
14,1/04/2021,IONA
14,1/04/2021,BUNYIP NORTH
14,1/04/2021,BUNYIP
12,1/08/2021,TONIMBUK
12,1/08/2021,IONA
12,1/08/2021,BUNYIP NORTH
12,1/08/2021,BUNYIP
10,1/09/2021,TONIMBUK
10,1/09/2021,IONA
10,1/09/2021,BUNYIP NORTH
10,1/09/2021,BUNYIP
14,1/02/2021,TONIMBUK
14,1/02/2021,IONA
14,1/02/2021,BUNYIP NORTH
14,1/02/2021,BUNYIP
3,1/08/2020,TONIMBUK
3,1/08/2020,IONA
3,1/08/2020,BUNYIP NORTH
3,1/08/2020,BUNYIP
8,1/02/2020,TONIMBUK
8,1/02/2020,IONA
8,1/02/2020,BUNYIP NORTH
8,1/02/2020,BUNYIP
15,1/06/2020,TONIMBUK
15,1/06/2020,IONA
15,1/06/2020,BUNYIP NORTH
15,1/06/2020,BUNYIP
15,1/07/2021,TONIMBUK
15,1/07/2021,IONA
15,1/07/2021,BUNYIP NORTH
15,1/07/2021,BUNYIP
19,1/06/2022,TONIMBUK
19,1/06/2022,IONA
19,1/06/2022,BUNYIP NORTH
19,1/06/2022,BUNYIP
7,1/09/2020,TONIMBUK
7,1/09/2020,IONA
7,1/09/2020,BUNYIP NORTH
7,1/09/2020,BUNYIP
22,1/04/2022,TONIMBUK
22,1/04/2022,IONA
22,1/04/2022,BUNYIP NORTH
22,1/04/2022,BUNYIP
13,1/12/2020,TONIMBUK
13,1/12/2020,IONA
13,1/12/2020,BUNYIP NORTH
13,1/12/2020,BUNYIP
17,1/12/2021,TONIMBUK
17,1/12/2021,IONA
17,1/12/2021,BUNYIP NORTH
17,1/12/2021,BUNYIP
12,1/02/2022,TONIMBUK
12,1/02/2022,IONA
12,1/02/2022,BUNYIP NORTH
12,1/02/2022,BUNYIP
22,1/05/2021,TONIMBUK
22,1/05/2021,IONA
22,1/05/2021,BUNYIP NORTH
22,1/05/2021,BUNYIP
11,1/03/2020,TONIMBUK
11,1/03/2020,IONA
11,1/03/2020,BUNYIP NORTH
11,1/03/2020,BUNYIP
15,1/11/2021,TONIMBUK
15,1/11/2021,IONA
15,1/11/2021,BUNYIP NORTH
15,1/11/2021,BUNYIP
12,1/03/2022,TONIMBUK
12,1/03/2022,IONA
12,1/03/2022,BUNYIP NORTH
12,1/03/2022,BUNYIP
4,1/10/2020,TONIMBUK
4,1/10/2020,IONA
4,1/10/2020,BUNYIP NORTH
4,1/10/2020,BUNYIP
8,1/07/2020,TONIMBUK
8,1/07/2020,IONA
8,1/07/2020,BUNYIP NORTH
8,1/07/2020,BUNYIP
13,1/01/2022,TONIMBUK
13,1/01/2022,IONA
13,1/01/2022,BUNYIP NORTH
13,1/01/2022,BUNYIP
5,1/04/2020,TONIMBUK
5,1/04/2020,IONA
5,1/04/2020,BUNYIP NORTH
5,1/04/2020,BUNYIP
8,1/01/2021,TONIMBUK
8,1/01/2021,IONA
8,1/01/2021,BUNYIP NORTH
8,1/01/2021,BUNYIP
16,1/05/2022,TONIMBUK
16,1/05/2022,IONA
16,1/05/2022,BUNYIP NORTH
16,1/05/2022,BUNYIP
15,1/01/2020,TONIMBUK
15,1/01/2020,IONA
15,1/01/2020,BUNYIP NORTH
15,1/01/2020,BUNYIP
11,1/11/2020,TONIMBUK
11,1/11/2020,IONA
11,1/11/2020,BUNYIP NORTH
11,1/11/2020,BUNYIP
8,1/05/2020,TONIMBUK
8,1/05/2020,IONA
8,1/05/2020,BUNYIP NORTH
8,1/05/2020,BUNYIP
8,1/10/2021,LONGWARRY NORTH
8,1/10/2021,LONGWARRY
8,1/10/2021,LABERTOUCHE
8,1/10/2021,MODELLA
6,1/09/2020,LONGWARRY NORTH
6,1/09/2020,LONGWARRY
6,1/09/2020,LABERTOUCHE
6,1/09/2020,MODELLA
12,1/06/2022,LONGWARRY NORTH
12,1/06/2022,LONGWARRY
12,1/06/2022,LABERTOUCHE
12,1/06/2022,MODELLA
17,1/12/2021,LONGWARRY NORTH
17,1/12/2021,LONGWARRY
17,1/12/2021,LABERTOUCHE
17,1/12/2021,MODELLA
10,1/03/2022,LONGWARRY NORTH
10,1/03/2022,LONGWARRY
10,1/03/2022,LABERTOUCHE
10,1/03/2022,MODELLA
12,1/09/2021,LONGWARRY NORTH
12,1/09/2021,LONGWARRY
12,1/09/2021,LABERTOUCHE
12,1/09/2021,MODELLA
14,1/02/2021,LONGWARRY NORTH
14,1/02/2021,LONGWARRY
14,1/02/2021,LABERTOUCHE
14,1/02/2021,MODELLA
7,1/08/2020,LONGWARRY NORTH
7,1/08/2020,LONGWARRY
7,1/08/2020,LABERTOUCHE
7,1/08/2020,MODELLA
15,1/02/2022,LONGWARRY NORTH
15,1/02/2022,LONGWARRY
15,1/02/2022,LABERTOUCHE
15,1/02/2022,MODELLA
19,1/06/2020,LONGWARRY NORTH
19,1/06/2020,LONGWARRY
19,1/06/2020,LABERTOUCHE
19,1/06/2020,MODELLA
5,1/11/2021,LONGWARRY NORTH
5,1/11/2021,LONGWARRY
5,1/11/2021,LABERTOUCHE
5,1/11/2021,MODELLA
8,1/08/2021,LONGWARRY NORTH
8,1/08/2021,LONGWARRY
8,1/08/2021,LABERTOUCHE
8,1/08/2021,MODELLA
16,1/07/2021,LONGWARRY NORTH
16,1/07/2021,LONGWARRY
16,1/07/2021,LABERTOUCHE
16,1/07/2021,MODELLA
17,1/05/2021,LONGWARRY NORTH
17,1/05/2021,LONGWARRY
17,1/05/2021,LABERTOUCHE
17,1/05/2021,MODELLA
12,1/04/2022,LONGWARRY NORTH
12,1/04/2022,LONGWARRY
12,1/04/2022,LABERTOUCHE
12,1/04/2022,MODELLA
7,1/01/2021,LONGWARRY NORTH
7,1/01/2021,LONGWARRY
7,1/01/2021,LABERTOUCHE
7,1/01/2021,MODELLA
11,1/04/2021,LONGWARRY NORTH
11,1/04/2021,LONGWARRY
11,1/04/2021,LABERTOUCHE
11,1/04/2021,MODELLA
8,1/01/2022,LONGWARRY NORTH
8,1/01/2022,LONGWARRY
8,1/01/2022,LABERTOUCHE
8,1/01/2022,MODELLA
6,1/04/2020,LONGWARRY NORTH
6,1/04/2020,LONGWARRY
6,1/04/2020,LABERTOUCHE
6,1/04/2020,MODELLA
2,1/03/2020,LONGWARRY NORTH
2,1/03/2020,LONGWARRY
2,1/03/2020,LABERTOUCHE
2,1/03/2020,MODELLA
9,1/03/2021,LONGWARRY NORTH
9,1/03/2021,LONGWARRY
9,1/03/2021,LABERTOUCHE
9,1/03/2021,MODELLA
8,1/02/2020,LONGWARRY NORTH
8,1/02/2020,LONGWARRY
8,1/02/2020,LABERTOUCHE
8,1/02/2020,MODELLA
19,1/05/2022,LONGWARRY NORTH
19,1/05/2022,LONGWARRY
19,1/05/2022,LABERTOUCHE
19,1/05/2022,MODELLA
6,1/07/2020,LONGWARRY NORTH
6,1/07/2020,LONGWARRY
6,1/07/2020,LABERTOUCHE
6,1/07/2020,MODELLA
10,1/12/2020,LONGWARRY NORTH
10,1/12/2020,LONGWARRY
10,1/12/2020,LABERTOUCHE
10,1/12/2020,MODELLA
11,1/10/2020,LONGWARRY NORTH
11,1/10/2020,LONGWARRY
11,1/10/2020,LABERTOUCHE
11,1/10/2020,MODELLA
3,1/05/2020,LONGWARRY NORTH
3,1/05/2020,LONGWARRY
3,1/05/2020,LABERTOUCHE
3,1/05/2020,MODELLA
12,1/11/2020,LONGWARRY NORTH
12,1/11/2020,LONGWARRY
12,1/11/2020,LABERTOUCHE
12,1/11/2020,MODELLA
11,1/01/2020,LONGWARRY NORTH
11,1/01/2020,LONGWARRY
11,1/01/2020,LABERTOUCHE
11,1/01/2020,MODELLA
68,1/03/2021,DROUIN
68,1/03/2021,ATHLONE
68,1/03/2021,DROUIN EAST
68,1/03/2021,DROUIN WEST
68,1/03/2021,DROUIN SOUTH
68,1/03/2021,JINDIVICK
68,1/03/2021,RIPPLEBROOK
68,1/03/2021,HALLORA
54,1/08/2021,DROUIN
54,1/08/2021,ATHLONE
54,1/08/2021,DROUIN EAST
54,1/08/2021,DROUIN WEST
54,1/08/2021,DROUIN SOUTH
54,1/08/2021,JINDIVICK
54,1/08/2021,RIPPLEBROOK
54,1/08/2021,HALLORA
38,1/02/2020,DROUIN
38,1/02/2020,ATHLONE
38,1/02/2020,DROUIN EAST
38,1/02/2020,DROUIN WEST
38,1/02/2020,DROUIN SOUTH
38,1/02/2020,JINDIVICK
38,1/02/2020,RIPPLEBROOK
38,1/02/2020,HALLORA
59,1/02/2022,DROUIN
59,1/02/2022,ATHLONE
59,1/02/2022,DROUIN EAST
59,1/02/2022,DROUIN WEST
59,1/02/2022,DROUIN SOUTH
59,1/02/2022,JINDIVICK
59,1/02/2022,RIPPLEBROOK
59,1/02/2022,HALLORA
53,1/01/2021,DROUIN
53,1/01/2021,ATHLONE
53,1/01/2021,DROUIN EAST
53,1/01/2021,DROUIN WEST
53,1/01/2021,DROUIN SOUTH
53,1/01/2021,JINDIVICK
53,1/01/2021,RIPPLEBROOK
53,1/01/2021,HALLORA
52,1/11/2020,DROUIN
52,1/11/2020,ATHLONE
52,1/11/2020,DROUIN EAST
52,1/11/2020,DROUIN WEST
52,1/11/2020,DROUIN SOUTH
52,1/11/2020,JINDIVICK
52,1/11/2020,RIPPLEBROOK
52,1/11/2020,HALLORA
69,1/09/2021,DROUIN
69,1/09/2021,ATHLONE
69,1/09/2021,DROUIN EAST
69,1/09/2021,DROUIN WEST
69,1/09/2021,DROUIN SOUTH
69,1/09/2021,JINDIVICK
69,1/09/2021,RIPPLEBROOK
69,1/09/2021,HALLORA
40,1/07/2020,DROUIN
40,1/07/2020,ATHLONE
40,1/07/2020,DROUIN EAST
40,1/07/2020,DROUIN WEST
40,1/07/2020,DROUIN SOUTH
40,1/07/2020,JINDIVICK
40,1/07/2020,RIPPLEBROOK
40,1/07/2020,HALLORA
68,1/05/2022,DROUIN
68,1/05/2022,ATHLONE
68,1/05/2022,DROUIN EAST
68,1/05/2022,DROUIN WEST
68,1/05/2022,DROUIN SOUTH
68,1/05/2022,JINDIVICK
68,1/05/2022,RIPPLEBROOK
68,1/05/2022,HALLORA
60,1/10/2021,DROUIN
60,1/10/2021,ATHLONE
60,1/10/2021,DROUIN EAST
60,1/10/2021,DROUIN WEST
60,1/10/2021,DROUIN SOUTH
60,1/10/2021,JINDIVICK
60,1/10/2021,RIPPLEBROOK
60,1/10/2021,HALLORA
52,1/05/2021,DROUIN
52,1/05/2021,ATHLONE
52,1/05/2021,DROUIN EAST
52,1/05/2021,DROUIN WEST
52,1/05/2021,DROUIN SOUTH
52,1/05/2021,JINDIVICK
52,1/05/2021,RIPPLEBROOK
52,1/05/2021,HALLORA
31,1/09/2020,DROUIN
31,1/09/2020,ATHLONE
31,1/09/2020,DROUIN EAST
31,1/09/2020,DROUIN WEST
31,1/09/2020,DROUIN SOUTH
31,1/09/2020,JINDIVICK
31,1/09/2020,RIPPLEBROOK
31,1/09/2020,HALLORA
30,1/08/2020,DROUIN
30,1/08/2020,ATHLONE
30,1/08/2020,DROUIN EAST
30,1/08/2020,DROUIN WEST
30,1/08/2020,DROUIN SOUTH
30,1/08/2020,JINDIVICK
30,1/08/2020,RIPPLEBROOK
30,1/08/2020,HALLORA
67,1/06/2020,DROUIN
67,1/06/2020,ATHLONE
67,1/06/2020,DROUIN EAST
67,1/06/2020,DROUIN WEST
67,1/06/2020,DROUIN SOUTH
67,1/06/2020,JINDIVICK
67,1/06/2020,RIPPLEBROOK
67,1/06/2020,HALLORA
62,1/12/2021,DROUIN
62,1/12/2021,ATHLONE
62,1/12/2021,DROUIN EAST
62,1/12/2021,DROUIN WEST
62,1/12/2021,DROUIN SOUTH
62,1/12/2021,JINDIVICK
62,1/12/2021,RIPPLEBROOK
62,1/12/2021,HALLORA
61,1/03/2022,DROUIN
61,1/03/2022,ATHLONE
61,1/03/2022,DROUIN EAST
61,1/03/2022,DROUIN WEST
61,1/03/2022,DROUIN SOUTH
61,1/03/2022,JINDIVICK
61,1/03/2022,RIPPLEBROOK
61,1/03/2022,HALLORA
71,1/11/2021,DROUIN
71,1/11/2021,ATHLONE
71,1/11/2021,DROUIN EAST
71,1/11/2021,DROUIN WEST
71,1/11/2021,DROUIN SOUTH
71,1/11/2021,JINDIVICK
71,1/11/2021,RIPPLEBROOK
71,1/11/2021,HALLORA
42,1/02/2021,DROUIN
42,1/02/2021,ATHLONE
42,1/02/2021,DROUIN EAST
42,1/02/2021,DROUIN WEST
42,1/02/2021,DROUIN SOUTH
42,1/02/2021,JINDIVICK
42,1/02/2021,RIPPLEBROOK
42,1/02/2021,HALLORA
27,1/04/2020,DROUIN
27,1/04/2020,ATHLONE
27,1/04/2020,DROUIN EAST
27,1/04/2020,DROUIN WEST
27,1/04/2020,DROUIN SOUTH
27,1/04/2020,JINDIVICK
27,1/04/2020,RIPPLEBROOK
27,1/04/2020,HALLORA
67,1/07/2021,DROUIN
67,1/07/2021,ATHLONE
67,1/07/2021,DROUIN EAST
67,1/07/2021,DROUIN WEST
67,1/07/2021,DROUIN SOUTH
67,1/07/2021,JINDIVICK
67,1/07/2021,RIPPLEBROOK
67,1/07/2021,HALLORA
59,1/06/2022,DROUIN
59,1/06/2022,ATHLONE
59,1/06/2022,DROUIN EAST
59,1/06/2022,DROUIN WEST
59,1/06/2022,DROUIN SOUTH
59,1/06/2022,JINDIVICK
59,1/06/2022,RIPPLEBROOK
59,1/06/2022,HALLORA
55,1/01/2022,DROUIN
55,1/01/2022,ATHLONE
55,1/01/2022,DROUIN EAST
55,1/01/2022,DROUIN WEST
55,1/01/2022,DROUIN SOUTH
55,1/01/2022,JINDIVICK
55,1/01/2022,RIPPLEBROOK
55,1/01/2022,HALLORA
53,1/04/2021,DROUIN
53,1/04/2021,ATHLONE
53,1/04/2021,DROUIN EAST
53,1/04/2021,DROUIN WEST
53,1/04/2021,DROUIN SOUTH
53,1/04/2021,JINDIVICK
53,1/04/2021,RIPPLEBROOK
53,1/04/2021,HALLORA
47,1/10/2020,DROUIN
47,1/10/2020,ATHLONE
47,1/10/2020,DROUIN EAST
47,1/10/2020,DROUIN WEST
47,1/10/2020,DROUIN SOUTH
47,1/10/2020,JINDIVICK
47,1/10/2020,RIPPLEBROOK
47,1/10/2020,HALLORA
50,1/05/2020,DROUIN
50,1/05/2020,ATHLONE
50,1/05/2020,DROUIN EAST
50,1/05/2020,DROUIN WEST
50,1/05/2020,DROUIN SOUTH
50,1/05/2020,JINDIVICK
50,1/05/2020,RIPPLEBROOK
50,1/05/2020,HALLORA
43,1/03/2020,DROUIN
43,1/03/2020,ATHLONE
43,1/03/2020,DROUIN EAST
43,1/03/2020,DROUIN WEST
43,1/03/2020,DROUIN SOUTH
43,1/03/2020,JINDIVICK
43,1/03/2020,RIPPLEBROOK
43,1/03/2020,HALLORA
50,1/04/2022,DROUIN
50,1/04/2022,ATHLONE
50,1/04/2022,DROUIN EAST
50,1/04/2022,DROUIN WEST
50,1/04/2022,DROUIN SOUTH
50,1/04/2022,JINDIVICK
50,1/04/2022,RIPPLEBROOK
50,1/04/2022,HALLORA
56,1/12/2020,DROUIN
56,1/12/2020,ATHLONE
56,1/12/2020,DROUIN EAST
56,1/12/2020,DROUIN WEST
56,1/12/2020,DROUIN SOUTH
56,1/12/2020,JINDIVICK
56,1/12/2020,RIPPLEBROOK
56,1/12/2020,HALLORA
50,1/01/2020,DROUIN
50,1/01/2020,ATHLONE
50,1/01/2020,DROUIN EAST
50,1/01/2020,DROUIN WEST
50,1/01/2020,DROUIN SOUTH
50,1/01/2020,JINDIVICK
50,1/01/2020,RIPPLEBROOK
50,1/01/2020,HALLORA
60,1/09/2020,BONA VISTA
60,1/09/2020,LILLICO
60,1/09/2020,WARRAGUL
62,1/02/2020,BONA VISTA
62,1/02/2020,LILLICO
62,1/02/2020,WARRAGUL
94,1/12/2020,BONA VISTA
94,1/12/2020,LILLICO
94,1/12/2020,WARRAGUL
79,1/02/2021,BONA VISTA
79,1/02/2021,LILLICO
79,1/02/2021,WARRAGUL
74,1/01/2022,BONA VISTA
74,1/01/2022,LILLICO
74,1/01/2022,WARRAGUL
99,1/03/2022,BONA VISTA
99,1/03/2022,LILLICO
99,1/03/2022,WARRAGUL
94,1/04/2021,BONA VISTA
94,1/04/2021,LILLICO
94,1/04/2021,WARRAGUL
81,1/03/2021,BONA VISTA
81,1/03/2021,LILLICO
81,1/03/2021,WARRAGUL
69,1/01/2021,BONA VISTA
69,1/01/2021,LILLICO
69,1/01/2021,WARRAGUL
80,1/02/2022,BONA VISTA
80,1/02/2022,LILLICO
80,1/02/2022,WARRAGUL
94,1/05/2022,BONA VISTA
94,1/05/2022,LILLICO
94,1/05/2022,WARRAGUL
82,1/10/2021,BONA VISTA
82,1/10/2021,LILLICO
82,1/10/2021,WARRAGUL
121,1/06/2020,BONA VISTA
121,1/06/2020,LILLICO
121,1/06/2020,WARRAGUL
98,1/12/2021,BONA VISTA
98,1/12/2021,LILLICO
98,1/12/2021,WARRAGUL
102,1/07/2021,BONA VISTA
102,1/07/2021,LILLICO
102,1/07/2021,WARRAGUL
72,1/09/2021,BONA VISTA
72,1/09/2021,LILLICO
72,1/09/2021,WARRAGUL
104,1/05/2021,BONA VISTA
104,1/05/2021,LILLICO
104,1/05/2021,WARRAGUL
28,1/04/2020,BONA VISTA
28,1/04/2020,LILLICO
28,1/04/2020,WARRAGUL
80,1/11/2021,BONA VISTA
80,1/11/2021,LILLICO
80,1/11/2021,WARRAGUL
83,1/08/2021,BONA VISTA
83,1/08/2021,LILLICO
83,1/08/2021,WARRAGUL
91,1/03/2020,BONA VISTA
91,1/03/2020,LILLICO
91,1/03/2020,WARRAGUL
67,1/10/2020,BONA VISTA
67,1/10/2020,LILLICO
